mobile_language|english|français|polski|nederlands|deutsch|italiano|español|português
bp-catfilter-act_3|appointments that were created and possibly modified, but are not deleted|des rendez-vous qui ne sont pas supprimés, qu'ils aient été modifiés ou non|spotkania, które zostały utworzone i ewentualnie zmodyfikowane, ale nie zostały usunięte|afspraken die zijn aangemaakt en eventueel gewijzigd, maar niet zijn verwijderd|Termine, die nicht gelöscht werden, unabhängig davon, ob sie geändert wurden oder nicht|appuntamenti che non vengono cancellati, indipendentemente dal fatto che siano stati modificati o meno|citas que se crearon y posiblemente modificaron, pero que no se eliminan|compromissos que não são excluídos, independentemente de terem sido modificados ou não|Rendez-vous, déi erstallt a vläicht geännert goufen, awer net geläscht sinn
bp-catfilter-act_4|appointments that are deleted regardless if they were modified or not|les rendez-vous supprimés, qu'ils aient été modifiés ou non|spotkania, które są usuwane niezależnie od tego, czy zostały zmodyfikowane, czy nie|afspraken die worden verwijderd, ongeacht of ze zijn gewijzigd of niet|Termine, die gelöscht werden, unabhängig davon, ob sie geändert wurden oder nicht|appuntamenti che vengono cancellati indipendentemente dal fatto che siano stati modificati o meno|citas que se eliminan independientemente de si fueron modificadas o no|compromissos que são excluídos independentemente de terem sido modificados ou não|Rendez-vous, déi geläscht sinn, egal ob se geännert goufen oder net
bp-catfilter-act_5|appointments that were never modified and are deleted|les rendez-vous qui n'ont jamais été modifiés et sont supprimés|spotkania, które nigdy nie zostały zmodyfikowane i zostały usunięte|afspraken die nooit zijn gewijzigd en worden verwijderd|Termine, die nie geändert wurden und gelöscht werden|gli appuntamenti che non sono mai stati modificati e vengono cancellati|citas que nunca fueron modificadas y se eliminan|compromissos que nunca foram modificados e são excluídos|Rendez-vous, déi ni geännert goufen a geläscht sinn
bp-catfilter-act_67|appointments that were modified then deleted|rendez-vous qui ont été modifiés puis supprimés|spotkania, które zostały zmodyfikowane, a następnie usunięte|afspraken die zijn gewijzigd en vervolgens verwijderd|Termine, die geändert und dann gelöscht wurden|appuntamenti modificati e poi cancellati|citas que fueron modificadas y luego eliminadas|compromissos que foram modificados e depois excluídos|Rendez-vous, déi geännert a duerno geläscht goufen
bp-catfilter-wcode|you can multi-select by holding down the Ctrl key while you click the desired items, finish with the enter key.|vous pouvez effectuer une sélection multiple en maintenant la touche Ctrl enfoncée pendant que vous cliquez sur les éléments souhaités, terminez avec la touche Entrée.|możesz dokonać wielokrotnego wyboru, przytrzymując klawisz Ctrl podczas klikania żądanych elementów, a następnie zakończ klawiszem Enter.|u kunt meervoudig selecteren door de Ctrl-toets ingedrukt te houden terwijl u op de gewenste items klikt, en eindig met de enter-toets.|Sie können eine Mehrfachauswahl durchführen, indem Sie die Strg-Taste gedrückt halten, während Sie auf die gewünschten Elemente klicken. Beenden Sie den Vorgang mit der Eingabetaste.|puoi effettuare una selezione multipla tenendo premuto il tasto Ctrl mentre fai clic sugli elementi desiderati e termina con il tasto Invio.|puede realizar una selección múltiple manteniendo presionada la tecla Ctrl mientras hace clic en los elementos deseados y finalice con la tecla Intro.|você pode fazer uma seleção múltipla mantendo pressionada a tecla Ctrl enquanto clica nos itens desejados e finalize com a tecla Enter.|Dir kënnt Multiple auswielen andeems Dir d'Ctrl-Tast gedréckt hält wärend Dir op déi gewënscht Elementer klickt, ofschléissen mat der Enter-Tast.
bp_ep_receivablesonly|only those appointments with a positive or negative balance|uniquement les rendez-vous avec un solde positif ou négatif|tylko te spotkania z dodatnim lub ujemnym saldem|alleen die afspraken met een positief of negatief saldo|nur die Termine mit einem positiven oder negativen Saldo|solo gli appuntamenti con saldo positivo o negativo|sólo aquellas citas con saldo positivo o negativo|apenas aquelas nomeações com saldo positivo ou negativo|Nëmmen déi Rendez-vous mat engem positiven oder negativen Saldo
bp_ep_receivablespaymeans|only appointments with a positive or negative balance and with successful payment(s) of the selected types|uniquement les rendez-vous avec un solde positif ou négatif et avec paiement(s) réussi(s) des types sélectionnés|tylko spotkania z saldem dodatnim lub ujemnym i pomyślnymi płatnościami wybranych typów|alleen afspraken met een positief of negatief saldo en met succesvolle betaling(en) van de geselecteerde typen|Nur Termine mit positivem oder negativem Saldo und erfolgreicher Zahlung(en) der ausgewählten Arten|solo appuntamenti con saldo positivo o negativo e con pagamento/i andato a buon fine delle tipologie selezionate|sólo citas con un saldo positivo o negativo y con pago(s) exitoso(s) de los tipos seleccionados|apenas agendamentos com saldo positivo ou negativo e com pagamento(s) bem-sucedido(s) dos tipos selecionados|Nëmmen déi Rendez-vous mat engem positiven oder negativen Saldo an erfollegräicher Bezuelung vun den ausgewielten Aarten
bp_ep_paymeansonly|only appointments with successful payment(s) of the selected types|uniquement les rendez-vous avec paiement(s) réussi(s) parmis les types sélectionnés|tylko spotkania z pomyślnymi płatnościami wybranych typów|alleen afspraken met succesvolle betaling(en) van de geselecteerde typen|Nur Termine mit erfolgreicher Zahlung(en) der ausgewählten Arten|solo gli appuntamenti con pagamento/i andato a buon fine delle tipologie selezionate|solo citas con pagos exitosos de los tipos seleccionados|apenas agendamentos com pagamento(s) bem-sucedido(s) dos tipos selecionados|Nëmmen déi Rendez-vous mat erfollegräicher Bezuelung vun den ausgewielten Aarten
bp_ep_noneoffilters|all appointments having successful payment(s)|tous les rendez-vous ayant un (ou des) paiement(s) réussi(s)|wszystkie spotkania zakończone pomyślną płatnością|alle afspraken met succesvolle betaling(en)|Alle Termine mit erfolgreicher Zahlung(en)|tutti gli appuntamenti con pagamento/i andato a buon fine|todas las citas tienen pagos exitosos|todos os agendamentos com pagamento(s) bem-sucedido(s)|All Rendez-vous mat erfollegräicher Bezuelung
bp-catfilter-epay-gopid|in order to find a payment using its numeric identifier, also activate the "Keyword" filter and indicate the payment identifier there.|pour trouver un paiement à partir de son identifiant numérique, activez également le filtre "Mot clé" et indiquez-y l'identifiant du paiement.|aby znaleźć płatność po jej identyfikatorze cyfrowym, należy także włączyć filtr „Słowo kluczowe” i wskazać tam identyfikator płatności.|om een ​​betaling te vinden met behulp van de digitale identificatiecode, activeert u ook het filter "Trefwoord" en geeft u daar de betalingsidentificatie op.|Um eine Zahlung anhand ihrer digitalen Kennung zu finden, aktivieren Sie zusätzlich den Filter „Stichwort“ und geben Sie dort die Zahlungskennung an.|per trovare un pagamento tramite il suo identificatore digitale, attiva anche il filtro "Parola chiave" e indica lì l'identificativo del pagamento.|para encontrar un pago utilizando su identificador digital, active también el filtro "Palabra clave" e indique allí el identificador de pago.|para localizar um pagamento através do seu identificador digital, ative também o filtro “Palavra-chave” e indique aí o identificador do pagamento.|Fir eng Bezuelung mat hirer numerescher ID ze fannen, aktivéiert och de Filter "Schlësselwuert" an gitt do d'Bezuel-ID un.
bp-catfilter-keyword-dopid|to find an appointment from a payment, enter the payment identifier here, for example "pid10011160".|pour trouver un rdv à partir d'un paiement indiquez ici l'identifiant du paiement, par exemple "pid10011160".|aby znaleźć termin z płatności wpisz tutaj identyfikator płatności, np. "pid10011160".|om een ​​afspraak uit een betaling te vinden, voert u hier de betalingsidentificatie in, bijvoorbeeld "pid10011160".|Um einen Termin aus einer Zahlung zu finden, geben Sie hier die Zahlungskennung ein, zum Beispiel „pid10011160“.|per trovare un appuntamento da un pagamento, inserisci qui l'identificativo del pagamento, ad esempio "pid10011160".|para buscar una cita a partir de un pago, ingrese aquí el identificador de pago, por ejemplo "pid10011160".|para localizar um agendamento de um pagamento, insira aqui o identificador do pagamento, por exemplo "pid10011160".|Fir en Rendez-vous vun enger Bezuelung ze fannen, gitt hei d'Bezuel-ID an, zum Beispill "pid10011160".
bp-catfilter-keyword-empty|Appointments for which the note is not empty.|Les rendez-vous pour lesquels la note n'est pas vide.|Spotkania, dla których notatka nie jest pusta.|Afspraken waarvoor de notitie niet leeg is.|Termine, bei denen die Notiz nicht leer ist.|Appuntamenti per i quali la nota non è vuota.|Citas cuya nota no está vacía.|Compromissos para os quais a nota não está vazia.|Rendez-vous, bei deenen d'Notiz net eidel ass.
bp-catfilter-keyword-default|Show appointments that contain a keyword in the note field. To trigger a search, the keyword must be at least 5 characters long.|Afficher les rendez-vous qui contiennent un mot clé dans le champs note. Pour déclencher une recherche, le mot clé doit faire au minimum 5 caractères.|Pokaż spotkania zawierające słowo kluczowe w polu notatki. Aby rozpocząć wyszukiwanie, słowo kluczowe musi mieć co najmniej 5 znaków.|Toon afspraken die een trefwoord bevatten in het notitieveld. Om een ​​zoekopdracht te activeren, moet het trefwoord minimaal 5 tekens lang zijn.|Termine anzeigen, die ein Schlüsselwort im Notizfeld enthalten. Um eine Suche auszulösen, muss das Schlüsselwort mindestens 5 Zeichen lang sein.|Mostra gli appuntamenti che contengono una parola chiave nel campo nota. Per attivare una ricerca, la parola chiave deve contenere almeno 5 caratteri.|Mostrar citas que contengan una palabra clave en el campo de nota. Para activar una búsqueda, la palabra clave debe tener al menos 5 caracteres.|Mostre compromissos que contenham uma palavra-chave no campo de observação. Para acionar uma pesquisa, a palavra-chave deve ter pelo menos 5 caracteres.|Weist Rendez-vous déi e Schlësselwuert am Notizfeld hunn. Fir eng Sich auszeléisen, muss d'Schlësselwuert op d'mannst 5 Zeechen laang sinn.
bp-catfilter-keyword-ispid|Display the appointment for which one of the payments has the following digital identifier:|Afficher le RDV dont un des paiements a l'identifiant numérique suivant: |Wyświetl wizytę, dla której jedna z płatności ma następujący identyfikator cyfrowy: |Geef de afspraak weer waarvoor een van de betalingen de volgende digitale identificatie heeft: |Zeigen Sie den Termin an, für den eine der Zahlungen die digitale Kennung hat: |Visualizzare l'appuntamento per il quale uno dei pagamenti ha il seguente identificativo digitale: |Visualice la cita para la cual uno de los pagos tiene el siguiente identificador digital: |Exiba o agendamento para o qual um dos pagamentos possui o seguinte identificador digital: |Weist de Rendez-vous fir deen eng vun de Bezuelungen déi folgend digital ID huet:
eptab-cash|cash|espèces|gotówkowa|contant|barzahlung|contanti|efectivo|numerário|Boergeld
eptab-payco|Bancontact/Payconiq QR-code|QR-code Bancontact/Payconiq|kod QR Bancontact/Payconiq|QR-code Bancontact/Payconiq|QR-Code Bancontact/Payconiq|codice QR Bancontact/Payconiq|código QR Bancontact/Payconiq|código QR Bancontact/Payconiq|Bancontact/Payconiq QR-Code
eptab-SEPA|free SEPA QR-code|QR-code SEPA sans frais|darmowy kod QR SEPA|gratis SEPA QR-code|Kostenloser SEPA-QR-Code|codice QR SEPA gratuito|código QR SEPA gratuito|código QR SEPA gratuito|Gratis SEPA QR-Code
eptab-bcards|bank cards, on site and online|cartes bancaires, sur place et en ligne|karty bankowe, na miejscu i online|bankkaarten, ter plaatse en online|Bankkarten, vor Ort und online|carte bancarie, in sede e online|tarjetas bancarias, presencial y online|cartões bancários, no local e online|Bankkaarten, op der Plaz an online
eptab-title|on-site and online payments|paiements sur place et en ligne|płatności na miejscu i online|betalingen ter plaatse en online|Zahlungen vor Ort und online|pagamenti in sede e online|pagos en sitio y en línea|pagamentos no local e online|Bezuelungen op der Plaz an online
epctab-intro|with these optional features, you can trigger a payment from your agenda, monitor the status of payments and generate reports. Our payment solutions are secure, reliable and among the most affordable on the market.|avec ces options, vous pouvez déclencher un paiement depuis l'agenda, consulter le statut des paiements et générer des rapports. Nos solutions de paiement sont sécurisées, fiables et parmi les moins chers du marché.|dzięki tym opcjom można uruchomić płatność z dziennika, sprawdzić status płatności i generować raporty. Nasze opcje płatności są bezpieczne, sprawdzone i jedne z najtańszych na rynku.|met deze opties kunt u een betaling activeren vanuit de agenda, de status van betalingen controleren en rapporten genereren. Onze betaaloplossingen zijn veilig, betrouwbaar en een van de goedkoopste op de markt.|mit diesen Optionen können Sie eine Zahlung aus dem Kalender auslösen, den Status von Zahlungen abfragen und Berichte erstellen. Unsere Zahlungslösungen sind sicher, zuverlässig und gehören zu den günstigsten auf dem Markt.|Con queste opzioni è possibile attivare un pagamento dall'agenda, controllare lo stato dei pagamenti e generare report. Le nostre soluzioni di pagamento sono sicure, affidabili e tra le più economiche del mercato.|con estas opciones, puede activar un pago desde la agenda, comprobar el estado de los pagos y generar informes. Nuestras soluciones de pago son seguras, fiables y se encuentran entre las más baratas del mercado.|com estas opções, pode acionar um pagamento a partir da agenda, verificar o estado dos pagamentos e gerar relatórios. As nossas soluções de pagamento são seguras, fiáveis e das mais baratas do mercado.|Mat dësen Optiounen kënnt Dir eng Bezuelung vun Ärer Agenda ausléis, de Status vun de Bezuelungen iwwerwaachen a Berichter generéieren. Eis Bezuelungsléisunge sinn sécher, zouverlässeg a gehéieren zu de bëllegsten um Maart.
epctab-title1-QR|free QR code payment|paiement par QR code gratuit|bezpłatna zapłata kodem QR|betaling via vrije QR-code|kostenlose Zahlung per QR-Code|pagamento gratuito tramite codice QR|pago mediante código QR gratuito|pagamento gratuito por código QR|Gratis QR-Code Bezuelung
